file_path,split,label,target_multiclass,snr,burst_id,t_start,t_end,t_center,dur_ms,z_peak,drop_b,n_act_burst,global_nf,global_ns,global_H_mean,global_p75_act,is_dummy
IQdata_sample1730_target1_snr24.pt,train,1,1,24,2,19.821714285714283,23.625142857142855,21.72342857142857,3.8034285714285723,30.0,3.220195770263672,207.0,10.396977424621582,0.009688162994384766,10.230791091918945,220.0,False
IQdata_sample1730_target1_snr24.pt,train,1,1,24,3,26.112,27.794285714285714,26.953142857142858,1.6822857142857153,30.0,3.114151954650879,330.5,10.396977424621582,0.009688162994384766,10.230791091918945,220.0,False
IQdata_sample1730_target1_snr24.pt,train,1,1,24,4,38.18057142857143,40.52114285714286,39.35085714285715,2.3405714285714296,30.0,3.030642032623291,286.5,10.396977424621582,0.009688162994384766,10.230791091918945,220.0,False
IQdata_sample1730_target1_snr24.pt,train,1,1,24,5,48.93257142857143,52.95542857142858,50.944,4.0228571428571485,30.0,2.8375816345214844,149.5,10.396977424621582,0.009688162994384766,10.230791091918945,220.0,False
IQdata_sample3799_target1_snr28.pt,train,1,1,28,1,12.361142857142857,13.750857142857143,13.056000000000001,1.3897142857142857,22.160815450959777,2.711669445037842,379.5,10.343067169189453,0.12236325187683104,10.076004028320312,495.0,False
IQdata_sample3799_target1_snr28.pt,train,1,1,28,2,45.64114285714286,46.592,46.11657142857143,0.9508571428571386,18.11773272370051,2.216944694519043,382.0,10.343067169189453,0.12236325187683104,10.076004028320312,495.0,False
IQdata_sample6217_target3_snr20.pt,train,1,3,20,1,0.0,5.119999999999999,2.5599999999999996,5.119999999999999,30.0,5.681826591491699,242.0,10.396419525146484,0.008306765556335449,9.816287994384766,139.0,False
IQdata_sample6217_target3_snr20.pt,train,1,3,20,2,46.37257142857143,55.222857142857144,50.79771428571429,8.850285714285711,30.0,5.589231491088867,250.0,10.396419525146484,0.008306765556335449,9.816287994384766,139.0,False
IQdata_sample837_target0_snr22.pt,train,1,0,22,1,17.993142857142857,21.72342857142857,19.858285714285714,3.7302857142857135,30.0,3.358189582824707,305.0,10.398143768310547,0.006868811416625977,10.288776397705078,137.0,False
IQdata_sample9340_target4_snr0.pt,train,0,4,0,1,47.908571428571435,52.077714285714286,49.99314285714286,4.169142857142852,30.0,1.2476654052734375,216.0,10.388936042785645,0.00919046401977539,10.342950820922852,196.0,False
IQdata_sample1002_target0_snr30.pt,train,1,0,30,1,0.0,3.072,1.536,3.072,30.0,3.3048295974731445,336.0,10.399205207824707,0.008429776382446288,10.186175346374512,135.0,False
IQdata_sample1002_target0_snr30.pt,train,1,0,30,2,40.15542857142857,45.056,42.605714285714285,4.900571428571425,30.0,3.3095345497131348,342.0,10.399205207824707,0.008429776382446288,10.186175346374512,135.0,False
IQdata_sample7270_target5_snr6.pt,train,1,5,6,1,33.28,43.008,38.144000000000005,9.728000000000002,30.0,6.115268707275391,142.0,10.397655487060547,0.00729722843170166,10.060075759887695,139.0,False
IQdata_sample11520_target4_snr4.pt,train,0,4,4,1,0.0,1.3165714285714287,0.6582857142857144,1.3165714285714287,30.0,1.9607486724853516,138.0,10.396319389343262,0.009724924850463867,10.228157043457031,137.0,False
IQdata_sample11520_target4_snr4.pt,train,0,4,4,2,7.753142857142857,9.142857142857144,8.448,1.3897142857142875,30.0,2.019871711730957,133.5,10.396319389343262,0.009724924850463867,10.228157043457031,137.0,False
IQdata_sample11520_target4_snr4.pt,train,0,4,4,3,15.579428571428572,16.969142857142856,16.274285714285714,1.389714285714284,30.0,1.7920618057250977,133.5,10.396319389343262,0.009724924850463867,10.228157043457031,137.0,False
IQdata_sample11520_target4_snr4.pt,train,0,4,4,4,23.405714285714282,24.722285714285714,24.064,1.3165714285714323,30.0,1.9514999389648438,129.0,10.396319389343262,0.009724924850463867,10.228157043457031,137.0,False
IQdata_sample11520_target4_snr4.pt,train,0,4,4,5,31.085714285714285,32.62171428571429,31.85371428571429,1.536000000000005,30.0,2.083439826965332,126.0,10.396319389343262,0.009724924850463867,10.228157043457031,137.0,False
IQdata_sample11520_target4_snr4.pt,train,0,4,4,6,38.985142857142854,40.374857142857145,39.68,1.389714285714291,30.0,2.0430192947387695,134.5,10.396319389343262,0.009724924850463867,10.228157043457031,137.0,False
IQdata_sample11520_target4_snr4.pt,train,0,4,4,7,46.738285714285716,48.12800000000001,47.43314285714286,1.389714285714291,30.0,1.873366355895996,125.5,10.396319389343262,0.009724924850463867,10.228157043457031,137.0,False
IQdata_sample11520_target4_snr4.pt,train,0,4,4,8,54.63771428571429,56.758857142857146,55.69828571428572,2.121142857142857,30.0,2.0386619567871094,123.0,10.396319389343262,0.009724924850463867,10.228157043457031,137.0,False
IQdata_sample11520_target4_snr4.pt,train,0,4,4,9,62.39085714285714,63.780571428571434,63.08571428571429,1.389714285714291,30.0,2.060713768005371,138.0,10.396319389343262,0.009724924850463867,10.228157043457031,137.0,False
IQdata_sample11520_target4_snr4.pt,train,0,4,4,10,70.21714285714285,71.60685714285714,70.91199999999999,1.389714285714291,30.0,1.7617321014404297,128.5,10.396319389343262,0.009724924850463867,10.228157043457031,137.0,False
IQdata_sample13195_target4_snr6.pt,train,0,4,6,1,48.34742857142857,49.956571428571436,49.152,1.6091428571428636,30.0,2.11887264251709,109.0,10.395030975341797,0.006581786155700683,10.3678560256958,153.0,False
IQdata_sample14664_target4_snr22.pt,train,0,4,22,1,1.4628571428571429,3.072,2.2674285714285713,1.6091428571428572,30.0,3.0422964096069336,209.5,10.354517936706543,0.09287600154876709,10.05272388458252,393.0,False
IQdata_sample14664_target4_snr22.pt,train,0,4,22,2,9.874285714285714,11.849142857142859,10.861714285714285,1.9748571428571449,29.75522651457809,2.7635464668273926,288.5,10.354517936706543,0.09287600154876709,10.05272388458252,393.0,False
IQdata_sample14664_target4_snr22.pt,train,0,4,22,3,24.575999999999997,26.55085714285714,25.563428571428567,1.974857142857143,30.0,3.304020404815674,52.0,10.354517936706543,0.09287600154876709,10.05272388458252,393.0,False
IQdata_sample14664_target4_snr22.pt,train,0,4,22,4,33.28,34.304,33.792,1.024000000000001,30.0,3.07462215423584,128.0,10.354517936706543,0.09287600154876709,10.05272388458252,393.0,False
IQdata_sample14664_target4_snr22.pt,train,0,4,22,5,48.85942857142857,50.02971428571429,49.444571428571436,1.1702857142857184,30.0,2.9603066444396973,461.0,10.354517936706543,0.09287600154876709,10.05272388458252,393.0,False
IQdata_sample14664_target4_snr22.pt,train,0,4,22,6,55.588571428571434,57.78285714285714,56.68571428571428,2.194285714285705,30.0,3.0618948936462402,154.0,10.354517936706543,0.09287600154876709,10.05272388458252,393.0,False
IQdata_sample14664_target4_snr22.pt,train,0,4,22,7,63.341714285714296,65.68228571428573,64.51200000000001,2.3405714285714296,30.0,2.864413261413574,231.0,10.354517936706543,0.09287600154876709,10.05272388458252,393.0,False
IQdata_sample14664_target4_snr22.pt,train,0,4,22,8,71.31428571428572,73.36228571428572,72.33828571428572,2.048000000000002,28.585939430955158,2.6549477577209473,190.5,10.354517936706543,0.09287600154876709,10.05272388458252,393.0,False
IQdata_sample13513_target4_snr6.pt,train,0,4,6,1,12.726857142857144,16.164571428571428,14.445714285714285,3.437714285714284,4.209237646071054,0.03440570831298828,134.0,10.396559715270996,0.008173857307434081,10.38672161102295,161.0,False
IQdata_sample9983_target4_snr20.pt,train,0,4,20,1,12.726857142857144,15.945142857142855,14.335999999999999,3.2182857142857113,30.0,2.936929702758789,147.5,10.394915580749512,0.013303550148010252,10.218484878540039,160.0,False
IQdata_sample9983_target4_snr20.pt,train,0,4,20,2,69.41257142857144,73.65485714285715,71.5337142857143,4.242285714285714,30.0,2.5735831260681152,261.0,10.394915580749512,0.013303550148010252,10.218484878540039,160.0,False
IQdata_sample25_target0_snr14.pt,train,1,0,14,1,0.3657142857142857,1.6822857142857144,1.024,1.3165714285714287,30.0,3.2172799110412598,108.0,10.395793914794922,0.01708860740661621,10.073216438293457,145.0,False
IQdata_sample25_target0_snr14.pt,train,1,0,14,2,5.193142857142857,8.411428571428571,6.8022857142857145,3.218285714285714,30.0,3.2361998558044434,297.0,10.395793914794922,0.01708860740661621,10.073216438293457,145.0,False
IQdata_sample25_target0_snr14.pt,train,1,0,14,3,46.22628571428572,55.80800000000001,51.017142857142865,9.581714285714284,30.0,3.2250046730041504,367.0,10.395793914794922,0.01708860740661621,10.073216438293457,145.0,False
IQdata_sample334_target0_snr8.pt,train,1,0,8,1,61.36685714285715,64.512,62.93942857142858,3.145142857142851,30.0,2.3697032928466797,295.0,10.397601127624512,0.007570114517211913,10.281750679016113,137.0,False
IQdata_sample11159_target4_snr8.pt,train,0,4,8,1,39.350857142857144,40.81371428571428,40.08228571428572,1.462857142857139,30.0,2.1337738037109375,136.0,10.39330005645752,0.008465124320983886,10.368106842041016,141.0,False
IQdata_sample7795_target5_snr4.pt,train,1,5,4,1,0.43885714285714283,5.997714285714285,3.218285714285714,5.558857142857143,30.0,5.500075817108154,143.0,10.397727012634277,0.009355892372131348,9.616547584533691,142.0,False
IQdata_sample7795_target5_snr4.pt,train,1,5,4,2,18.432,23.99085714285714,21.21142857142857,5.558857142857143,30.0,5.503561496734619,144.0,10.397727012634277,0.009355892372131348,9.616547584533691,142.0,False
IQdata_sample7795_target5_snr4.pt,train,1,5,4,3,36.42514285714286,41.83771428571429,39.13142857142857,5.412571428571432,30.0,4.459719657897949,139.0,10.397727012634277,0.009355892372131348,9.616547584533691,142.0,False
IQdata_sample1876_target1_snr18.pt,train,1,1,18,1,0.0,1.4628571428571429,0.7314285714285714,1.4628571428571429,30.0,3.107215404510498,147.0,10.397311210632324,0.007746854209899902,10.179556846618652,134.0,False
IQdata_sample1876_target1_snr18.pt,train,1,1,18,2,12.361142857142857,14.336,13.348571428571429,1.974857142857143,30.0,3.1692686080932617,132.0,10.397311210632324,0.007746854209899902,10.179556846618652,134.0,False
IQdata_sample1876_target1_snr18.pt,train,1,1,18,3,18.651428571428568,20.333714285714287,19.492571428571427,1.6822857142857188,30.0,3.1336398124694824,132.5,10.397311210632324,0.007746854209899902,10.179556846618652,134.0,False
IQdata_sample1876_target1_snr18.pt,train,1,1,18,4,37.522285714285715,39.27771428571429,38.400000000000006,1.755428571428574,30.0,2.990849494934082,144.0,10.397311210632324,0.007746854209899902,10.179556846618652,134.0,False
IQdata_sample1876_target1_snr18.pt,train,1,1,18,5,43.885714285714286,45.64114285714286,44.76342857142858,1.755428571428574,30.0,3.0234932899475098,145.0,10.397311210632324,0.007746854209899902,10.179556846618652,134.0,False
IQdata_sample1876_target1_snr18.pt,train,1,1,18,6,50.176,51.85828571428572,51.01714285714286,1.6822857142857188,30.0,2.9534358978271484,136.5,10.397311210632324,0.007746854209899902,10.179556846618652,134.0,False
IQdata_sample1876_target1_snr18.pt,train,1,1,18,7,62.75657142857143,64.512,63.63428571428571,1.755428571428574,30.0,3.021389961242676,130.0,10.397311210632324,0.007746854209899902,10.179556846618652,134.0,False
IQdata_sample13297_target4_snr6.pt,train,0,4,6,1,2.048,3.584,2.816,1.536,30.0,1.6075286865234375,135.0,10.39778995513916,0.006962129974365234,10.355159759521484,138.0,False
IQdata_sample13297_target4_snr6.pt,train,0,4,6,2,8.557714285714287,11.410285714285715,9.984000000000002,2.8525714285714283,30.0,1.8133974075317383,138.0,10.39778995513916,0.006962129974365234,10.355159759521484,138.0,False
IQdata_sample1887_target1_snr14.pt,train,1,1,14,1,20.260571428571428,21.796571428571426,21.028571428571425,1.5359999999999978,30.0,2.7138986587524414,145.0,10.396476745605469,0.008484919166564941,10.207513809204102,135.0,False
IQdata_sample1887_target1_snr14.pt,train,1,1,14,2,25.673142857142857,28.159999999999997,26.916571428571427,2.48685714285714,30.0,3.054617404937744,136.0,10.396476745605469,0.008484919166564941,10.207513809204102,135.0,False
IQdata_sample1887_target1_snr14.pt,train,1,1,14,3,44.47085714285714,47.030857142857144,45.75085714285714,2.5600000000000023,30.0,2.67808198928833,125.0,10.396476745605469,0.008484919166564941,10.207513809204102,135.0,False
IQdata_sample1887_target1_snr14.pt,train,1,1,14,4,51.712,53.32114285714286,52.51657142857143,1.6091428571428565,30.0,2.4514641761779785,130.0,10.396476745605469,0.008484919166564941,10.207513809204102,135.0,False
IQdata_sample1887_target1_snr14.pt,train,1,1,14,5,57.92914285714286,59.611428571428576,58.77028571428572,1.6822857142857188,30.0,2.9826717376708984,138.5,10.396476745605469,0.008484919166564941,10.207513809204102,135.0,False
IQdata_sample1887_target1_snr14.pt,train,1,1,14,6,70.58285714285714,72.19200000000001,71.38742857142857,1.6091428571428708,30.0,2.7883787155151367,132.0,10.396476745605469,0.008484919166564941,10.207513809204102,135.0,False
IQdata_sample6292_target3_snr20.pt,train,1,3,20,1,30.50057142857143,37.59542857142857,34.048,7.0948571428571405,30.0,5.700657367706299,343.0,10.350326538085938,0.12257109775543212,9.86362075805664,449.0,False
IQdata_sample17211_target4_snr16.pt,train,0,4,16,0,35.0,35.5,35.25,0.5,0.0,0.0,0.0,10.397309303283691,0.006310313987731933,10.389754295349121,137.0,True
IQdata_sample4364_target1_snr24.pt,train,1,1,24,1,1.9748571428571429,4.754285714285714,3.3645714285714283,2.7794285714285705,30.0,2.674767017364502,104.5,10.35500717163086,0.08325005092620849,10.10622501373291,466.0,False
IQdata_sample1963_target1_snr0.pt,train,1,1,0,1,8.411428571428571,13.238857142857142,10.825142857142858,4.827428571428571,30.0,0.9763364791870117,123.0,10.397629737854004,0.009381342887878417,10.350364685058594,131.0,False
IQdata_sample7406_target5_snr10.pt,train,1,5,10,1,0.0,8.338285714285714,4.169142857142857,8.338285714285714,30.0,7.375367164611816,162.0,10.397726058959961,0.009388412475585937,9.529820442199707,142.0,False
IQdata_sample7406_target5_snr10.pt,train,1,5,10,2,53.02857142857143,62.31771428571429,57.673142857142864,9.289142857142856,30.0,7.499378204345703,167.0,10.397726058959961,0.009388412475585937,9.529820442199707,142.0,False
IQdata_sample7310_target5_snr22.pt,train,1,5,22,1,0.0,7.68,3.84,7.68,30.0,8.703258514404297,398.0,10.365303039550781,0.08831611747741698,8.892729759216309,275.0,False
IQdata_sample7310_target5_snr22.pt,train,1,5,22,2,52.51657142857143,63.19542857142857,57.856,10.67885714285714,30.0,8.779987335205078,234.0,10.365303039550781,0.08831611747741698,8.892729759216309,275.0,False
IQdata_sample572_target0_snr2.pt,train,1,0,2,1,64.87771428571429,74.24,69.55885714285714,9.362285714285704,30.0,1.756730079650879,255.5,10.39480972290039,0.009152288246154784,10.28752326965332,123.0,False
IQdata_sample16756_target4_snr26.pt,train,0,4,26,1,38.47314285714286,40.74057142857143,39.606857142857145,2.2674285714285674,5.552416691979737,0.03349876403808594,132.5,10.398210525512695,0.006033186149597167,10.39091682434082,137.0,False
IQdata_sample16756_target4_snr26.pt,train,0,4,26,2,43.66628571428571,47.396571428571434,45.53142857142858,3.7302857142857206,4.540285390984854,0.02739238739013672,129.0,10.398210525512695,0.006033186149597167,10.39091682434082,137.0,False
IQdata_sample13798_target4_snr12.pt,train,0,4,12,1,14.774857142857144,15.798857142857143,15.286857142857144,1.0239999999999991,30.0,2.9732675552368164,130.0,10.369990348815918,0.09014714069366454,10.120343208312988,336.0,False
IQdata_sample13798_target4_snr12.pt,train,0,4,12,2,22.601142857142854,23.698285714285714,23.149714285714282,1.0971428571428596,30.0,2.863403797149658,426.5,10.369990348815918,0.09014714069366454,10.120343208312988,336.0,False
IQdata_sample13798_target4_snr12.pt,train,0,4,12,3,30.281142857142857,31.451428571428576,30.866285714285716,1.1702857142857184,30.0,3.135817527770996,197.0,10.369990348815918,0.09014714069366454,10.120343208312988,336.0,False
IQdata_sample13798_target4_snr12.pt,train,0,4,12,4,37.156571428571425,39.27771428571429,38.21714285714286,2.121142857142864,30.0,3.0112881660461426,79.0,10.369990348815918,0.09014714069366454,10.120343208312988,336.0,False
IQdata_sample13798_target4_snr12.pt,train,0,4,12,5,45.93371428571429,47.030857142857144,46.482285714285716,1.097142857142856,30.0,2.797880172729492,151.0,10.369990348815918,0.09014714069366454,10.120343208312988,336.0,False
IQdata_sample13798_target4_snr12.pt,train,0,4,12,6,53.760000000000005,55.44228571428572,54.60114285714286,1.6822857142857117,30.0,2.861159324645996,281.0,10.369990348815918,0.09014714069366454,10.120343208312988,336.0,False
IQdata_sample13798_target4_snr12.pt,train,0,4,12,7,60.70857142857143,62.610285714285716,61.65942857142858,1.9017142857142844,30.0,3.1757359504699707,94.0,10.369990348815918,0.09014714069366454,10.120343208312988,336.0,False
IQdata_sample13798_target4_snr12.pt,train,0,4,12,8,69.33942857142858,70.43657142857143,69.888,1.0971428571428419,30.0,2.802929401397705,311.0,10.369990348815918,0.09014714069366454,10.120343208312988,336.0,False
IQdata_sample9837_target4_snr12.pt,train,0,4,12,1,38.61942857142858,43.373714285714286,40.99657142857143,4.754285714285707,30.0,2.7112674713134766,253.0,10.397160530090332,0.01071042537689209,10.235855102539062,132.0,False
IQdata_sample15325_target4_snr28.pt,train,0,4,28,1,4.681142857142857,6.070857142857142,5.3759999999999994,1.3897142857142857,30.0,2.862600803375244,361.0,10.35181999206543,0.08800929737091064,10.243637084960938,356.0,False
IQdata_sample17381_target4_snr4.pt,train,0,4,4,1,30.793142857142854,31.597714285714286,31.19542857142857,0.8045714285714318,4.679228040519332,0.02706623077392578,129.0,10.398860931396484,0.005784336662292481,10.390592575073242,138.0,False
IQdata_sample17381_target4_snr4.pt,train,0,4,4,2,59.83085714285714,62.90285714285715,61.36685714285714,3.07200000000001,4.254683020811172,0.024610519409179688,133.0,10.398860931396484,0.005784336662292481,10.390592575073242,138.0,False
IQdata_sample1635_target1_snr14.pt,train,1,1,14,1,13.750857142857143,16.018285714285714,14.884571428571428,2.267428571428571,30.0,3.4092936515808105,360.0,10.376955032348633,0.10454647693634032,9.943140983581543,337.0,False
